Parcel_No,SalePrice,PricePerSq,LivingArea,Style,GROSS_AREA,NUM_FLOORS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_FPLACE,LU,OWN_OCC,R_BLDG_STY,R_ROOF_TYP,R_TOTAL_RM,YR_BUILT,Latitude,Longitude
1602823000,618750,188.41,2104,Conventional,3996,2.5,5,3,0,3,0,R3,N,CV,G,13,1900,42.289,-71.06061
2006813000,616000,414.26,1487,Colonial,2360,2,3,1,1,1,1,R1,Y,CL,G,7,1950,42.29119,-71.16258
201043000,615000,677.31,908,Row_End,1005,2,2,2,0,1,1,R1,Y,RE,G,6,1920,42.38015,-71.06843
603281000,615000,506.17,1215,Row_Middle,1636,3,2,2,1,2,0,R2,N,RM,F,6,1890,42.336763,-71.037594
1603643000,615000,220.35,2791,Conventional,5004,2,4,2,0,2,0,R2,N,CV,H,11,1910,42.284685,-71.053236
1811683000,615000,219.02,0,Colonial,0,0,0,0,0,0,0,RL,N,CL,U,0,0,42.256969,-71.129828
1604023000,614000,232.58,2640,Two_Fam_Stack,4361,2,6,2,0,2,0,R2,N,TF,H,12,1935,42.28575,-71.04939
2008401000,613000,281.97,2174,Colonial,3595,2,4,1,1,1,0,R1,Y,CL,M,9,1880,42.28169,-71.16309
1602229000,611500,192.66,3174,Colonial,4899,2.5,5,2,0,1,1,R1,Y,CL,H,9,1880,42.2921,-71.05144
1704852000,611000,201.25,2558,Conventional,4031,2,6,2,0,2,0,R2,Y,CV,H,13,1900,42.28862,-71.06938
101333000,611000,196.72,3106,Two_Fam_Stack,4693,2,7,2,0,2,0,R2,Y,TF,F,14,1910,42.38548,-71.00309
2007053000,610000,498.37,1224,Cape,2470,1.5,2,1,1,1,1,R1,Y,CP,G,5,1942,42.29169,-71.16362
200085000,610000,479.94,1271,Semi_Det,1888,3,2,2,1,1,2,R1,Y,SD,G,4,1875,42.38037,-71.06178
2007310001,610000,322.75,1860,Colonial,3150,2,3,1,1,1,1,R1,Y,CL,L,8,1950,42.29296,-71.1568
2000024000,610000,296.4,2058,Conventional,3602,2,4,2,1,2,0,R2,N,CV,G,8,1910,42.2878,-71.12835
1603641000,610000,272.08,2242,Two_Fam_Stack,3887,2,4,2,0,2,0,R2,Y,TF,H,10,1910,42.28466,-71.05352
1602279000,610000,219.9,2774,Conventional,4912,2,4,2,0,2,0,R2,N,CV,H,11,1915,42.29238,-71.05267
106325000,610000,189.38,3221,Decker,4728,3,8,3,0,3,0,R3,N,DK,F,17,1900,42.37468,-71.03289
2011675000,609000,227.75,2674,Other,4732,2,6,2,0,2,0,R2,Y,OH,G,10,1880,42.25611,-71.15693
1700724000,609000,211.9,2874,Victorian,5051,2,6,2,0,1,1,R1,Y,VT,L,11,1900,42.292,-71.06957
100270000,607000,212.76,2853,Decker,3804,3,8,3,0,3,0,R3,N,DK,F,14,1899,42.38099,-71.02712
2006542000,606000,242.69,2497,Semi_Det,4076,2.5,3,2,1,1,2,R1,Y,SD,H,7,1910,42.28672,-71.15771
2002106000,605500,372.84,1648,Colonial,2600,2,3,1,1,1,1,R1,Y,CL,G,6,1927,42.27873,-71.14661
200996000,605000,500.83,1224,Row_End,1680,3,4,1,0,1,0,R1,Y,RE,F,6,1880,42.3797,-71.06774
1502108000,605000,193.85,3121,Conventional,5457,2.5,10,4,0,3,0,R3,Y,CV,G,18,1900,42.3065,-71.06783
1704488000,605000,177.68,3405,Decker,5377,3,9,3,0,3,0,R3,N,DK,F,18,1900,42.28234,-71.07081
1600090000,605000,176.54,3427,Decker,4604,3,6,3,0,3,0,R3,Y,DK,G,15,1905,42.30055,-71.05308
105321000,605000,169.04,2892,Decker,4024,3,12,4,2,4,0,R3,N,DK,F,17,1900,42.36852,-71.03558
1601659000,605000,165.26,3617,Conventional,5846,2.5,7,3,0,3,0,R3,Y,CV,G,16,1907,42.29029,-71.06242
602130000,603000,460.31,1310,Row_Middle,1965,2,4,1,0,1,0,R1,Y,RM,M,6,1900,42.333377,-71.040069
1700353000,601900,158.98,3786,Decker,6039,3,9,3,0,3,0,R3,N,DK,F,18,1905,42.29424,-71.07737
1001183000,600000,481.54,1246,Cape,2835,1,2,2,0,1,0,R1,N,CP,G,7,1926,42.330293,-71.104434
602986000,600000,415.51,1460,Semi_Det,2300,2,3,1,1,1,0,R1,N,SD,M,6,1890,42.335946,-71.04174
1103742000,600000,393.18,1526,Other,3285,1,3,1,0,1,1,R1,Y,OH,H,7,1932,42.29915,-71.10992
2004292000,600000,381.19,1574,Other,2564,2,3,1,1,1,1,R1,Y,OH,G,7,1938,42.29244,-71.14096
1302125000,600000,259.29,2311,Conventional,3930,2,6,2,0,2,1,R2,N,CV,G,10,1905,42.31416,-71.05929
703196000,600000,240.96,2533,Conventional,4485,2,6,2,0,2,0,R2,Y,CV,G,13,1910,42.32395,-71.05823
1904983000,600000,231.3,2210,Colonial,3740,2,3,1,1,1,1,R1,Y,CL,G,9,1915,42.29007,-71.11696
2004538000,600000,222.55,2656,Two_Fam_Stack,4278,2,4,2,0,2,0,R2,N,TF,H,11,1920,42.29327,-71.13768
105271000,600000,200.4,2994,Decker,4388,3,5,3,0,3,0,R3,N,DK,F,14,1900,42.36727,-71.03274
102639000,600000,193.42,3102,Semi_Det,4493,3,7,4,0,3,0,R3,N,SD,F,14,1910,42.37867,-71.03863
1500463000,600000,192.18,3122,Decker,4758,3,6,3,0,3,0,R3,N,DK,F,15,1925,42.30615,-71.06052
106553000,600000,185.19,3240,Row_Middle,4698,3,5,3,0,3,0,R3,Y,RM,F,14,1900,42.377085,-71.03467
100058000,600000,164.34,3840,Semi_Det,5603,3,8,3,0,3,0,R3,N,SD,F,17,1910,42.378766,-71.029428
1603789000,600000,161.2,3722,Decker,5542,3,7,3,0,3,0,R3,N,DK,F,16,1905,42.28783,-71.05474
103502000,600000,155.2,3866,Decker,4232,3,9,3,0,3,0,R3,Y,DK,F,18,1910,42.381823,-71.038642
1403784000,600000,153.14,3918,Conventional,4458,3,9,3,3,3,0,R3,N,CV,G,15,2007,42.285332,-71.083394
1601043000,600000,135.04,4443,Decker,6372,3,9,3,0,3,0,R3,N,DK,F,18,1920,42.29541,-71.05849
1903092000,600000,130.21,4608,Conventional,7772,2,5,4,0,3,0,R3,Y,CV,G,15,1900,42.28589,-71.12676
103266000,600000,129.39,4609,Decker,4820,3,9,3,0,3,0,R3,N,DK,F,15,1900,42.38181,-71.03216
2006481000,599900,368.72,1627,Colonial,2638,2,4,1,1,1,1,R1,Y,CL,G,8,1950,42.29152,-71.16006
2004094000,599900,326.92,1835,Colonial,3527,2,3,1,1,1,1,R1,Y,CL,G,7,1930,42.29366,-71.15145
1812256050,599900,208.15,2882,Colonial,4823,2,4,2,1,1,1,R1,Y,CL,G,8,2008,42.248904,-71.140768
1702425000,599900,140.52,4269,Decker,6370,3,9,3,0,3,0,R3,N,DK,F,18,1905,42.29656,-71.07152
2008007000,599000,314.77,1903,Colonial,3216,2,3,1,2,1,0,R1,Y,CL,G,8,1934,42.28741,-71.1679
106281000,599000,248.96,2529,Decker,3372,3,3,3,0,3,0,R3,N,DK,F,9,1900,42.373708,-71.034988
1602228000,599000,203.05,3067,Colonial,5109,2.5,6,1,0,1,0,R1,Y,CL,G,11,1880,42.29205,-71.0516
1301646000,599000,193.48,3096,Decker,4905,3,6,3,0,3,0,R3,N,DK,F,15,1920,42.31343,-71.06406
2006611010,597400,353.49,1690,Colonial,3056,2,4,1,1,1,1,R1,Y,CL,G,8,1955,42.28501,-71.15861
1603590000,595000,281.19,2116,Two_Fam_Stack,3438,2,4,2,0,2,0,R2,N,TF,H,12,1928,42.286485,-71.049574
2001556000,595000,232.79,2556,Colonial,4241,2,4,2,0,1,1,R1,N,CL,G,11,1899,42.28379,-71.14462
1703096000,595000,227.97,2610,Two_Fam_Stack,4239,2,6,2,2,2,0,R2,N,TF,G,12,2012,42.279667,-71.072559
1810870020,595000,209.36,2842,Other,4422,1,3,2,1,1,1,R1,N,OH,H,7,1993,42.25254,-71.11052
1501131000,595000,163.78,3633,Decker,5502,3,9,3,0,3,0,R3,Y,DK,F,15,1905,42.30206,-71.06652
2009106000,593500,258.04,2300,Two_Fam_Stack,4050,2,5,3,0,2,0,R2,N,TF,H,9,1909,42.28328,-71.16965
2010359000,593000,262.85,2256,Two_Fam_Stack,3661,2,4,2,0,2,0,R2,N,TF,G,10,1920,42.27532,-71.16685
103640000,592000,292.49,2040,Decker,3400,3,5,3,0,3,0,R3,N,DK,F,11,1880,42.37936,-71.03991
2004056000,591000,374.05,1580,Colonial,2688,2,3,1,0,1,0,R1,Y,CL,G,9,1926,42.29423,-71.15007
701206000,590000,413.17,1428,Row_Middle,2380,2,3,1,0,1,0,R1,Y,RM,G,7,1900,42.3328,-71.05022
103794000,590000,327.78,1880,Colonial,2964,2.5,4,2,1,1,0,R1,Y,CL,M,6,2006,42.372044,-71.035436
102735000,590000,275.7,2140,Conventional,4005,2,5,2,0,2,0,R2,N,CV,G,13,1873,42.3804,-71.03832
1903006000,590000,255.41,2310,Two_Fam_Stack,3854,2,4,2,0,2,0,R2,Y,TF,H,10,1910,42.29154,-71.12388
1812256060,590000,194.59,3032,Colonial,4888,2,4,2,1,1,0,R1,N,CL,L,8,2010,42.24896,-71.140993
1805157000,590000,179.55,3286,Conventional,5092,3,6,2,0,2,0,R2,Y,CV,G,12,1927,42.278856,-71.133449
1402733000,590000,143.17,4046,Conventional,6487,2.5,8,3,1,3,0,R3,N,CV,H,13,1910,42.30083,-71.08556
2001886000,589500,294.46,1688,Colonial,3136,2,3,1,1,1,1,R1,Y,CL,G,7,1932,42.27885,-71.1438
1604222000,588000,205.59,2848,Semi_Det,4687,2,4,2,0,2,0,R2,Y,SD,G,10,1940,42.28587,-71.04568
701786000,587500,464.06,1266,Row_Middle,1899,2,3,1,1,1,0,R1,Y,RM,F,6,1900,42.33369,-71.04165
104852000,587500,230.57,2548,Semi_Det,3451,3,4,2,0,2,0,R2,N,SD,F,14,1910,42.36773,-71.03808
101240000,587500,122.93,4779,Decker,7425,3,8,3,0,3,0,R3,Y,DK,F,19,1910,42.38562,-71.00442
2010404001,586500,293.25,2000,Colonial,3072,2,4,2,1,1,1,R1,Y,CL,G,6,1960,42.27301,-71.16709
2008589000,585800,281.63,2080,Two_Fam_Stack,3472,2,4,2,0,2,0,R2,N,TF,H,10,1920,42.28289,-71.1667
1901496001,585000,459.18,1274,Colonial,1898,2,3,1,0,1,1,R1,Y,CL,G,6,1959,42.30769,-71.11686
1900144000,585000,452.44,1293,Colonial,2263,2,2,2,0,1,0,R1,Y,CL,G,7,1910,42.31975,-71.10588
2006956001,585000,357.14,1638,Colonial,2444,2,4,3,0,2,0,R1,N,CL,G,8,1971,42.29254,-71.1575
1502583000,585000,308.22,1898,Conventional,3162,2,2,3,1,2,0,R2,Y,CV,G,6,1930,42.31019,-71.05895
1603231000,585000,272.09,2150,Two_Fam_Stack,3589,2,5,2,0,2,0,R2,N,TF,H,11,1920,42.28607,-71.05497
1603603000,585000,250,2340,Two_Fam_Stack,4014,2,4,2,0,2,0,R2,N,TF,H,12,1930,42.28643,-71.05001
2002163000,585000,225.69,2592,Two_Fam_Stack,4490,2,5,2,0,2,0,R2,Y,TF,H,12,1920,42.28059,-71.15019
1602621000,585000,202.42,2890,Conventional,4221,2.5,8,3,0,3,0,R3,Y,CV,G,16,1900,42.28897,-71.04121
1401483000,585000,160.23,3651,Decker,4996,3,6,3,0,3,3,R3,N,DK,F,15,1900,42.2987,-71.07578
701672000,584000,463.86,1259,Semi_Det,1410,2,3,2,1,1,0,R1,Y,SD,F,5,1873,42.33289,-71.04183
1812256100,582000,240.69,2418,Colonial,3800,2,4,2,1,1,0,R1,N,CL,G,8,2013,42.249214,-71.141775
2005406000,581000,343.79,1417,Colonial,2275,2,3,1,1,1,0,R1,Y,CL,H,6,1914,42.28993,-71.13128
602134000,580000,487.8,1189,Row_Middle,1789,2,4,1,1,1,0,R1,Y,RM,M,7,1900,42.33315,-71.0401
2005026000,580000,387.18,1498,Colonial,2629,2,4,2,0,1,0,R1,Y,CL,G,7,1889,42.29102,-71.13364
701397000,580000,344.01,1686,Row_End,2592,3,4,2,0,1,0,R1,N,RE,F,9,1890,42.331675,-71.047107
2003181020,580000,326.58,1430,Colonial,2585,2,2,1,0,1,1,R1,Y,CL,H,7,1925,42.27148,-71.15947
1805373000,580000,306.88,1890,Conventional,3330,2.5,6,3,0,3,0,R3,N,CV,G,14,1915,42.27723,-71.13076
1100928000,580000,283.9,2043,Conventional,3342,2,4,2,0,2,0,R2,N,CV,G,8,1885,42.32111,-71.09401
1303052000,580000,258.24,2246,Conventional,3990,2,5,3,0,2,0,R2,Y,CV,H,9,1940,42.31853,-71.05547
2008891000,580000,253.5,2288,Two_Fam_Stack,3732,2,5,2,0,2,0,R2,N,TF,G,11,1910,42.279045,-71.16077
1300830000,580000,199.72,2904,Decker,4202,3,8,3,0,3,0,R3,N,DK,F,14,1905,42.3157,-71.07628
1904243000,580000,173.97,2977,Conventional,5098,2,6,3,0,2,0,R2,Y,CV,G,12,1900,42.28755,-71.11822
1501706000,580000,158.21,3666,Conventional,5474,3,6,3,0,3,2,R3,N,CV,M,14,1875,42.30786,-71.06391
103601000,580000,142.47,3882,Decker,5563,3,6,3,0,3,0,R3,N,DK,F,15,1910,42.38179,-71.03956
601539000,578000,325.82,1774,Semi_Det,2871,2,4,2,0,1,0,R1,N,SD,G,8,1900,42.339,-71.04811
700506000,578000,325.45,1776,Semi_Det,2320,3,5,3,0,3,0,R3,N,SD,F,11,1905,42.33331,-71.05189
1202737000,577400,161.47,3576,Conventional,5918,2.5,6,3,0,3,0,R3,N,CV,G,12,1900,42.31242,-71.08175
1812562000,577000,201.4,1771,Colonial,3281,1.5,3,2,0,2,0,R2,N,CL,G,8,1930,42.24249,-71.13616
602486000,576000,384.51,1498,Semi_Det,3300,2,3,1,1,1,0,R1,Y,SD,F,6,1900,42.33298,-71.03465
901896000,575000,465.96,1130,Row_End,1362,2,3,2,0,1,0,R1,Y,RE,F,6,1890,42.33546,-71.08368
200387000,575000,352.33,1570,Semi_Det,2624,2,5,1,1,1,1,R1,Y,SD,G,8,1850,42.37697,-71.06298
2010722000,575000,348.91,1648,Cape,3376,1.5,5,2,0,1,2,R1,Y,CP,G,10,1951,42.26899,-71.16839
2000793000,575000,328.2,1752,Colonial,2954,2,3,1,1,1,1,R1,Y,CL,G,7,1930,42.27942,-71.14168
1100066000,575000,288.65,1992,Conventional,2880,3,3,2,0,2,0,R2,N,CV,G,9,1899,42.32872,-71.09519
2005464000,575000,267.44,2150,Colonial,4200,2,4,1,1,1,1,R1,Y,CL,H,8,1876,42.28888,-71.13323
2009206005,575000,267.44,2150,Conventional,3755,2,4,2,0,2,0,R2,Y,CV,G,10,1948,42.27753,-71.16945
104817000,575000,241.6,2380,Conventional,4073,2,5,3,0,3,0,R3,N,CV,F,12,1900,42.366752,-71.036663
1602149000,575000,234.03,2493,Colonial,4129,2,3,1,0,1,0,R1,Y,CL,G,9,1900,42.29073,-71.05067
1603059000,575000,220.31,2610,Colonial,4974,2,3,1,1,1,1,R1,Y,CL,G,11,1900,42.28754,-71.06064
104300000,575000,219.3,2622,Conventional,4566,2,3,3,0,3,2,R3,Y,CV,H,10,1900,42.38093,-71.01402
102769000,575000,177.3,3243,Semi_Det,4324,3,5,3,0,3,0,R3,N,SD,F,14,1900,42.37964,-71.03814
1202299000,575000,167.1,3441,Conventional,5326,2.5,7,2,0,2,0,R2,N,CV,H,15,1935,42.31084,-71.09074
1501710000,575000,161.34,3591,Decker,5373,3,8,3,0,3,0,R3,N,DK,F,17,1905,42.30758,-71.06329
1300769000,575000,154.57,3720,Decker,5290,3,9,3,0,3,0,R3,N,DK,F,18,1905,42.31261,-71.07589
1400764000,575000,145.9,3550,Conventional,6150,2,11,3,0,3,0,R3,N,CV,H,16,1935,42.30651,-71.07928
700982000,574000,296.49,1936,Colonial,3700,2,4,1,1,1,0,R1,Y,CL,G,9,1880,42.33396,-71.0448
2006807000,573000,301.58,1900,Other,2890,2,4,2,0,2,0,R2,N,OH,H,10,1940,42.292163,-71.165779
1903030000,572500,316.65,1518,Colonial,2426,2,4,1,0,1,0,R1,N,CL,G,7,1914,42.29187,-71.12415
1400591000,571000,140.95,4051,Conventional,6619,2.5,9,3,0,3,0,R3,N,CV,G,18,1900,42.30892,-71.07851
200588010,570000,385.4,1479,Row_End,1972,3,2,1,1,1,0,R1,N,RE,F,7,1850,42.37863,-71.06722
2002442000,570000,378.99,1504,Colonial,2448,2,3,1,1,1,1,R1,Y,CL,G,7,1930,42.27835,-71.15054
2004221000,570000,332.17,1716,Colonial,2846,2,3,1,1,1,1,R1,Y,CL,H,8,1920,42.29326,-71.14688
1603614000,570000,240.1,2374,Two_Fam_Stack,3897,2,4,2,0,2,0,R2,Y,TF,G,12,1935,42.28655,-71.05054
1903779000,570000,232.94,2182,Conventional,3724,2,2,2,0,2,0,R2,Y,CV,G,8,1905,42.28435,-71.12283
703857020,570000,139.19,4095,Semi_Det,6132,3,9,3,0,3,0,R3,N,SD,F,18,1900,42.31846,-71.06617
1501906000,570000,137.18,4155,Decker,6238,3,9,3,0,3,0,R3,N,DK,F,18,1920,42.3101,-71.06771
2006949000,569900,382.48,1490,Cape,3502,1,3,2,0,1,0,R1,Y,CP,G,7,1934,42.29342,-71.15839
2002060000,569500,423.74,1344,Colonial,2494,2,3,1,1,1,1,R1,Y,CL,G,6,1930,42.279,-71.15003
2007617000,569000,391.33,1266,Other,2410,1,3,1,1,1,1,R1,Y,OH,G,7,1957,42.29203,-71.16757
102879000,569000,186.93,3020,Decker,4292,3,7,3,0,3,0,R3,Y,DK,M,14,1900,42.37887,-71.03596
803019001,567500,191.21,2719,Conventional,4540,2,6,2,0,2,0,R2,N,CV,G,8,1890,42.32072,-71.0761
1603602000,567000,262.5,2160,Two_Fam_Stack,3628,2,4,2,0,2,0,R2,N,TF,G,10,1928,42.286541,-71.050062
701153000,565920,330.18,1468,Semi_Det,2496,2,4,1,1,1,2,R1,Y,SD,G,8,1890,42.33322,-71.05003
1603514000,565000,351.37,1608,Colonial,2590,2,4,1,1,1,0,R1,Y,CL,L,8,1935,42.28628,-71.05217
2000715000,565000,321.39,1758,Colonial,2774,2,3,1,1,1,1,R1,Y,CL,L,8,1930,42.28245,-71.14558
2007308000,565000,317.59,1779,Colonial,3246,2,3,1,0,1,1,R1,Y,CL,G,6,1920,42.29329,-71.15713
102736000,565000,290.64,1944,Row_End,2880,2.5,4,3,0,3,0,R3,Y,RE,G,11,1880,42.3804,-71.03823
1601204000,565000,157.25,3593,Conventional,5652,2.5,8,3,0,3,0,R3,N,CV,G,13,1910,42.2948,-71.06231
1404190000,565000,107.89,5237,Decker,7357,3,9,3,0,3,0,R3,N,DK,G,18,1905,42.27912,-71.08982
2007230000,564000,442.7,1274,Colonial,2117,2,3,1,1,1,1,R1,Y,CL,G,7,1940,42.29319,-71.15541
600912000,563000,464.52,1212,Colonial,1818,2,3,1,0,1,0,R1,Y,CL,G,6,1888,42.33464,-71.05084
2010478000,563000,342.04,1646,Victorian,2989,2,3,2,0,1,0,R1,Y,VT,M,8,1890,42.27146,-71.16611
106714000,561000,210.11,2910,Row_Middle,3880,3,6,3,0,3,0,R3,Y,RM,M,15,1900,42.37768,-71.03305
2010616000,560000,382.51,1091,Colonial,2230,1.5,3,1,0,1,1,R1,N,CL,G,6,1930,42.270234,-71.171157
2002223000,560000,257.35,2176,Colonial,3464,2,4,1,1,1,1,R1,Y,CL,G,8,1920,42.28003,-71.15146
202078000,560000,253.85,2206,Colonial,3010,3,2,1,1,1,0,R1,Y,CL,F,11,1900,42.383903,-71.078772
1703524000,560000,204.23,2557,Colonial,3951,2.5,3,1,1,1,0,R1,Y,CL,G,7,1900,42.27486,-71.06334
102672000,560000,189.51,2955,Decker,4413,3,8,3,0,3,0,R3,N,DK,F,14,1880,42.37905,-71.03899
1503045000,560000,185.19,3024,Decker,4464,3,6,3,0,3,0,R3,N,DK,F,15,1910,42.31013,-71.06205
1501607000,560000,167.26,3348,Decker,5220,3,6,3,0,3,0,R3,N,DK,F,15,1908,42.30651,-71.06253
1700350000,560000,151.76,3690,Decker,5176,3,9,3,0,3,0,R3,N,DK,H,15,1910,42.29435,-71.07769
1604891000,559900,162.43,3447,Decker,4968,3,6,3,0,3,0,R3,N,DK,F,15,1920,42.28033,-71.06555
1500833000,559000,168.78,3312,Decker,5200,3,9,3,0,3,0,R3,N,DK,F,18,1905,42.30082,-71.06882
2004020000,558000,385.36,1448,Colonial,2345,2,3,1,0,1,1,R1,Y,CL,H,6,1920,42.2958,-71.14809
1601383000,558000,170.02,3282,Decker,5096,3,6,3,0,3,0,R3,N,DK,F,15,1905,42.29081,-71.06565
1603690000,557000,216.39,2574,Two_Fam_Stack,4122,2,5,2,0,2,0,R2,Y,TF,H,13,1926,42.28549,-71.05257
1702995000,557000,166.27,3504,Conventional,6238,2,6,2,0,2,0,R2,N,CV,H,14,1929,42.28103,-71.07299
1301820000,555750,163.65,3396,Decker,5407,3,6,3,0,3,0,R3,Y,DK,F,15,1905,42.31572,-71.061
2006156000,555000,402.17,1380,Colonial,2532,2,3,1,1,1,1,R1,Y,CL,G,6,1925,42.29223,-71.15039
603511000,555000,366.58,1514,Semi_Det,2912,3,3,2,0,2,0,R2,Y,SD,G,9,1890,42.3358,-71.03566
2004062000,555000,356.23,1558,Colonial,2810,2,3,1,1,1,1,R1,Y,CL,H,7,1910,42.29344,-71.14978
1605107000,555000,282.01,1968,Conventional,3275,2,3,2,0,2,0,R2,Y,CV,G,11,1932,42.28132,-71.05747
1701019010,555000,234.97,2362,Colonial,4066,2,4,3,2,1,0,R1,N,CL,G,7,2000,42.295166,-71.069517
1800083000,555000,162.57,3414,Decker,5224,3,6,3,0,3,0,R3,N,DK,F,15,1905,42.27213,-71.07739
1500386000,555000,131.49,4221,Decker,6310,3,9,3,0,3,0,R3,Y,DK,F,18,1905,42.30673,-71.06186
1404036000,555000,104.99,5286,Decker,7738,3,9,3,0,3,0,R3,Y,DK,F,18,1905,42.28104,-71.08787
1601654000,554600,176.51,3226,Conventional,4966,2.5,5,3,0,3,0,R3,Y,CV,G,14,1987,42.29048,-71.06162
1702340000,553750,127.83,4332,Decker,6810,3,9,3,0,3,0,R3,Y,DK,F,18,1905,42.29905,-71.07034
1303142000,553500,224.36,2467,Colonial,4354,2,5,1,1,1,0,R1,N,CL,G,10,1910,42.31822,-71.05353
1701710000,552500,134.62,4104,Decker,5994,3,9,3,0,3,0,R3,N,DK,F,15,1920,42.28664,-71.0741
1903622000,551000,412.12,1337,Colonial,2318,2,3,2,0,1,0,R1,Y,CL,G,7,1880,42.2856,-71.12257
1805062000,550000,369.13,1490,Colonial,2544,2,3,1,0,1,0,R1,Y,CL,L,7,1915,42.28025,-71.13204
1804578000,550000,340.14,1617,Colonial,2772,2,3,1,1,1,1,R1,Y,CL,G,6,1900,42.28204,-71.13134
202068000,550000,258.58,2127,Colonial,3604,2.5,3,1,1,1,0,R1,Y,CL,G,6,1838,42.38358,-71.07859
106870000,550000,249.43,2205,Decker,3297,3,5,3,0,3,0,R3,N,DK,F,11,1918,42.37677,-71.03052
2001339000,550000,230.7,2384,Two_Fam_Stack,4082,2,5,2,0,2,0,R2,Y,TF,H,10,1920,42.284,-71.142
1302765000,550000,226.34,2430,Row_End,3628,3,4,3,0,3,0,R3,N,RE,F,10,1890,42.31425,-71.05428
2000286000,550000,212.11,2593,Conventional,4521,2,5,3,0,3,0,R3,N,CV,G,13,1920,42.28593,-71.13743
1903599000,550000,206.46,2664,Conventional,4798,2,5,2,0,2,0,R2,Y,CV,G,11,1884,42.28435,-71.1238
102951000,550000,203.03,2517,Conventional,3976,2,4,2,0,2,0,R2,Y,CV,G,12,1880,42.37793,-71.0354
1902981000,550000,201.76,2726,Two_Fam_Stack,4081,2,5,2,2,2,0,R2,Y,TF,H,11,1925,42.2898,-71.1249
2001535000,550000,201.61,2728,Two_Fam_Stack,4435,2,5,2,0,2,0,R2,N,TF,G,11,1899,42.28362,-71.14498
2004654000,550000,190.51,2887,Conventional,4678,2.5,4,3,0,3,0,R3,N,CV,G,12,1920,42.28852,-71.13872
1903217000,550000,171.82,3201,Decker,5127,3,6,3,0,3,0,R3,Y,DK,F,15,1925,42.28919,-71.1238
1600361000,550000,165.61,3321,Decker,5037,3,9,3,0,3,0,R3,N,DK,F,18,1910,42.29575,-71.05516
1601706000,550000,162.39,3387,Decker,4968,3,6,3,0,3,0,R3,N,DK,F,15,1905,42.28957,-71.06294
1302862000,550000,161.96,3396,Decker,5312,3,6,3,0,3,0,R3,N,DK,F,15,1905,42.31446,-71.05618
1501305000,550000,159.14,3456,Decker,5464,3,9,3,0,3,0,R3,N,DK,F,18,1905,42.30547,-71.06673
1502569000,550000,156.43,3516,Decker,4944,3,6,3,0,3,0,R3,N,DK,F,12,1905,42.31044,-71.05823
1403895000,550000,148.77,3697,Decker,5774,3,12,4,0,4,0,R3,N,DK,F,17,1905,42.28068,-71.08755
1301529000,550000,140.38,3918,Conventional,6130,2.5,6,3,0,2,1,R2,N,CV,G,13,1886,42.31305,-71.06217
1600858000,550000,140.09,3926,Conventional,6183,2.5,6,2,0,2,0,R2,N,CV,G,15,1900,42.29688,-71.06298
1301888000,550000,138.68,3966,Conventional,6073,2.5,5,3,0,3,0,R3,Y,CV,G,14,1890,42.31781,-71.05995
1800872000,550000,133.43,4122,Decker,6192,3,9,3,0,3,0,R3,N,DK,F,18,1905,42.27949,-71.09199
601653000,549900,589.39,948,Semi_Det,1542,2,3,1,1,1,0,R1,N,SD,G,6,1890,42.33847,-71.04757
103786000,549900,298.05,1845,Row_Middle,2858,3,3,3,0,3,0,R3,Y,RM,F,9,1900,42.37238,-71.03503
103557000,549900,160.37,3429,Decker,4968,3,6,3,0,3,0,R3,Y,DK,F,17,1900,42.38244,-71.03874
2009834003,549000,276.16,1488,Colonial,2448,2,3,1,1,1,1,R1,Y,CL,G,6,1903,42.27252,-71.16486
102737000,549000,254.17,2160,Row_Middle,3840,3,7,3,1,2,0,R2,Y,RM,F,9,1880,42.38039,-71.03815
2003090000,549000,251.37,2184,Two_Fam_Stack,3494,2,4,2,0,2,0,R2,N,TF,H,10,1929,42.26494,-71.15802
101555000,549000,232.63,2360,Other,2459,2,5,2,0,2,1,R2,N,OH,G,10,1960,42.38882,-70.9962
1701698000,549000,164.42,3339,Decker,5243,3,6,3,0,3,0,R3,N,DK,F,15,1925,42.28701,-71.07534
1402477000,547500,130.17,4206,Decker,6064,3,10,3,0,3,0,R3,N,DK,F,16,1905,42.30182,-71.08269
1400902000,546500,127.3,4293,Decker,7611,3,6,4,0,3,0,R3,N,DK,F,15,1905,42.30487,-71.08412
603388000,545000,573.68,950,Colonial,1425,2,2,1,0,1,0,R1,Y,CL,G,6,1905,42.33747,-71.03762
1604558000,545000,388.18,1404,Colonial,2318,2,4,1,1,1,1,R1,Y,CL,G,7,1920,42.28229,-71.04974
2007010006,545000,378.47,1440,Colonial,2568,2,3,1,2,1,1,R1,Y,CL,G,7,1953,42.29439,-71.16374
2006713000,545000,376.9,1446,Colonial,2338,2,3,1,1,1,1,R1,Y,CL,G,7,1930,42.29019,-71.16078
2009054000,545000,371,1210,Other,2718,1,3,1,0,1,1,R1,Y,OH,G,6,1920,42.28512,-71.17045
2000989000,545000,276.51,2030,Colonial,3678,2,4,1,1,1,0,R1,Y,CL,G,8,1900,42.283,-71.14157
2000431000,545000,249.54,2184,Two_Fam_Stack,3460,2,4,2,0,2,0,R2,N,TF,H,12,1927,42.28143,-71.13516
