"Reporting ID","Data Year","MapLot","Compliance Status","BEUDO Category","BEUDO Property Type","PD Parcel Living Area","PD Parcel Units","Address","Year Built","Buildings Included","Buildings Included Count","Primary Property Type - Self Selected","All Property Uses","Property GFA - Self Reported (ft2)","Reported Residential Units","Owner","Owner Line 2","ENERGY STAR Score","Electricity Use - Grid Purchase (kWh)","Electricity Use - Grid Purchase (kBtu)","Natural Gas Use (therms)","Natural Gas Use (kBtu)","Fuel Oil #1 Use (kBtu)","Fuel Oil #2 Use (kBtu)","Fuel Oil #4 Use (kBtu)","Fuel Oil #5 & 6 Use (kBtu)","Diesel #2 Use (kBtu)","Kerosene Use (kBtu)","District Chilled Water Use (kBtu)","District Steam Use (kBtu)","Electricity Use - Generated From Onsite Renewable Systems (kWh)","Site Energy Use (kBtu)","Weather Normalized Site Energy Use (kBtu)","Site EUI (kBtu/ft2)","Weather Normalized Site EUI (kBtu/ft2)","Source Energy Use (kBtu)","Weather Normalized Source Energy Use (kBtu)","Source EUI (kBtu/ft2)","Weather Normalized Source EUI (kBtu/ft2)","Total GHG Emissions (Metric Tons CO2e)","Water Use (All Water Sources) (kgal)","Water Intensity (All Water Sources) (gal/ft2)","Grid Electricity Emissions Factor (Metric Tons CO2e per Million Btus)","Grid Electricity Emissions (Metric Tons CO2e)","Natural Gas Emissions Factor (Metric Tons CO2e per Million Btus)","Natural Gas Emissions (Metric Tons CO2e)","Fuel Oil #1 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #1 Emissions (Metric Tons CO2e)","Fuel Oil #2 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #2 Emissions (Metric Tons CO2e)","Fuel Oil #4 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #4 Emissions (Metric Tons CO2e)","Fuel Oil #5 or #6 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #5 or #6 Emissions (Metric Tons CO2e)","Diesel Emissions Factor (Metric Tons CO2e per Million Btus)","Diesel Emissions (Metric Tons CO2e)","Kerosene Emissions Factor (Metric Tons CO2e per Million Btus)","Kerosene Emissions (Metric Tons CO2e)","District Steam Emissions Factor (Metric Tons CO2e per Million Btus)","District Steam Emissions (Metric Tons CO2e)","District Chilled Water Emissions Factor (Metric Tons CO2e per Million Btus)","District Chilled Water Emissions (Metric Tons CO2e)","Latitude","Longitude","Coordinates"
"B1789","2021","90-133","Compliant","Non-Residential","Food Sales & Service","40,278",,"583 Massachusetts Ave",,"605-1","1",,,,,"3MJ ASSOCIATES, LLC","",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0723","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3653","-71.1023","POINT (-71.1023320832941 42.3653006426326)"
"B1810","2021","52A-31","Compliant","Non-Residential","College/University","98,802",,"57 Vassar Street",,"667-5","1",,,,,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY","",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0723","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3611","-71.0932","POINT (-71.0932088801981 42.3611444996726)"
"B1176","2022","169-94","Compliant","Non-Residential","College/University","112,620","3","8 Appian way","1910","319-12","1","College/University","College/University (3816.0)","3,816",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"13,539.8","46,198","1,699.4","169,944",,,,,,,,,,"216,142","228,004.8","56.6","59.7","307,795.5","320,251.4","80.7","83.9","12.3453","17.9","4.7","0.0718","3.3188","0.0531","9.0265","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3751","-71.1212","POINT (-71.121232020633 42.3750615819996)"
"B1279","2022","227-90","Compliant","Non-Residential","Other","177,958","2","5 Bond St","1980","201-16","1","Fitness Center/Health Club/Gym","Fitness Center/Health Club/Gym (59701.0)","59,701",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"367,070.5","1,252,444.7","7,533.2","753,318",,,,,,,,,,"2,005,762.7","2,070,400.1","33.6","34.7","4,297,829","4,365,698.3","72","73.1","129.9852","284.4","4.76","0.0718","89.9731","0.0531","40.0121","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3815","-71.1269","POINT (-71.1268626038734 42.3815174852747)"
"B1359","2022","132-137, 132-157","Compliant","Non-Residential","Other","215,876","145","5 Cowperthwaite Street","2007","498-15","1","Parking","Parking (98623.0)","98,623",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"248,354.4","847,385.2",,,,,,,,,,,,"847,385.2","858,813","8.6","8.7","2,372,678.5","2,404,676.5","24.1","24.4","60.8744",,,"0.0718","60.8744","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.369","-71.1155","POINT (-71.1154728066417 42.3690361955549)"
"B1461","2022","269.5-101","Non-Compliant","Non-Residential","Manufacturing/Industrial","83,930",,"5 CambridgePark Drive",,"35-1","1",,,,,"MASSACHUSETTS BAY TRANSPORTATION",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0718","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3957","-71.1419","POINT (-71.1418913326054 42.3957322510887)"
"B1518","2022","121-114","Non-Compliant","Residential","Other","87,557","72","609-611 Green Street",,"489-20","1",,,,,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0718","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3687","-71.1115","POINT (-71.1114793758513 42.3687375724375)"
"B1898","2022","18-75","Compliant","Municipal","Food Sales & Service","12,571","0","59 & 69 First Street","1993","505-2","1","Restaurant","Restaurant (3215.0),Parking (697.0)","3,912",,"CAMBRIDGE CITY OF","COMM. DEV.",,,,"0","0",,,,,,,,,,"0","0","0","0","0","0","0","0","0",,,"0.0718","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.369","-71.0781","POINT (-71.0781014169672 42.3690116721666)"
"B1356","2023","128-71","Non-Compliant","Non-Residential","Technology/Science","92,612","2","780 Memorial Drive","2002","681-15","1","Laboratory","Office (17000.0),Laboratory (34000.0),Parking (40000.0)","51,000",,"MIT 770/784/790 MEMORIAL LLC",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0722","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3594","-71.1147","POINT (-71.1147366504509 42.3593773067891)"
"B1564","2023","27-93","Compliant","Non-Residential","Manufacturing/Industrial","156,564","1","250 Bent St","1970","564-1","1","Data Center","Data Center (138000.0),Parking (8000.0)","138,000",,"AT&T CORP.",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0722","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3671","-71.0847","POINT (-71.0846684106922 42.3670631052263)"
"B1643","2023","242-38","Compliant","Non-Residential","Education","109,553","12","178 Coolidge Hill","1939","387-10","1","K-12 School","K-12 School (2968.0)","2,968",,"SHADY HILL SCHOOL",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0722","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3713","-71.1366","POINT (-71.1366122314201 42.3713171138871)"
"B1676","2023","269-132","Compliant","Non-Residential","Office","92,672","1","1 Alewife Center","1988","24-3","1","Office","Office (89875.0)","89,875",,"IQHQ ALEWIFE, LLC",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0722","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3985","-71.1399","POINT (-71.1398854495589 42.3985142176561)"
"B1841","2023","183-102","Non-Compliant","Residential","Other","52,492","64","2353 Massachusetts Avenue",,"25-25","1",,,,,"Condo Building - Multiple Owners",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0722","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3965","-71.1287","POINT (-71.1287261659556 42.3965284312792)"
"B1128","2024","35-95","Compliant","Non-Residential","Other","32,775","0","155 Gore St",,"369-2","1",,,,,"MASSACHUSETTS COMMONWEALTH OF","MDC SKATING RINK",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0722","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.373","-71.0846","POINT (-71.0845662347208 42.3729992848461)"
"B1147","2024","144-1","Compliant","Non-Residential","Technology/Science","2,402,868","15","12 Oxford St","1999","241-10","1","Laboratory","Laboratory (56215.0)","56,215",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"2,514,456.7","8,579,326.2",,,,,,,,,"10,055,281.6","10,636,849.9",,"29,271,457.7","29,440,502.1","520.7","523.7","45,968,987.2","46,313,348","817.7","823.9","1,903.4968",,,"0.0722","619.4896","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","706.2709","0.0575","577.7363","42.3777","-71.1153","POINT (-71.1152544584105 42.3776568823608)"
"B1169","2024","159-1","Compliant","Non-Residential","College/University","1,223,988","1,027","19 Quincy St","1906","318-23","1","College/University","College/University (57110.0)","57,110",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"167,305.6","570,846.7",,,,,,,,,"353,785","1,471,500",,"2,396,131.6","2,521,230","42","44.1","3,690,589.9","3,847,275.7","64.6","67.4","159.2517","862.3","15.1","0.0722","41.2193","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","97.7054","0.0575","20.3271","42.3739","-71.1152","POINT (-71.115203981387 42.3738611032312)"
"B1215","2024","160-60","Compliant","Non-Residential","College/University","94,338","0","8 Linden Street","1908","395-4","1","College/University","College/University (26578.0)","26,578",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"141,650.6","483,311.9",,,,,,,,,,,,"483,311.9","477,463.3","18.2","18","1,353,273.2","1,336,897.2","50.9","50.3","34.8986",,,"0.0722","34.8986","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3723","-71.117","POINT (-71.1170321974112 42.3723063578525)"
"B1461","2024","269.5-101","Exempt","Non-Residential","Manufacturing/Industrial","83,930",,"5 CambridgePark Drive",,"35-1","1",,,,,"MASSACHUSETTS BAY TRANSPORTATION",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0722","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3957","-71.1419","POINT (-71.1418913325029 42.3957322511348)"
"B1564","2024","27-93","Non-Compliant","Non-Residential","Manufacturing/Industrial","156,564","1","250 Bent St","1970","564-1","1","Data Center","Data Center (138000.0),Parking (8000.0)","138,000",,"AT&T CORP.",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0722","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3671","-71.0847","POINT (-71.0846684106922 42.3670631052263)"
"B1676","2024","269-138","Exempt","Non-Residential","Office","632,693","0","1 Alewife Center","1988","24-3","1","Office","Office (89875.0)","89,875",,"IQHQ ALEWIFE, LLC",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0722","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3985","-71.1399","POINT (-71.1398854495589 42.3985142176561)"
"B1734","2024","105-74","Compliant","Non-Residential","Office","41,000","2","678 Massachusetts Avenue","1920","592-8","1","Office","Office (33500.0)","33,500",,"678 MASS AVE. LLC",,"58","337,495","1,151,532.9","13,287","1,328,700",,,,,,,,,,"2,480,232.9","2,644,298.2","74","78.9","4,619,427.2","4,780,057.7","137.9","142.7","153.7223","129.5","3.87","0.0722","83.149","0.0531","70.5732","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3655","-71.1045","POINT (-71.1044676762669 42.3655303065189)"
"B1847","2024","44-99","Compliant","Non-Residential","Office","451,653","0","325 Main St","2022","643-5","1","Office","Office (494512.0)","494,512",,"ZUCKERMAN, MORTIMER B., EDWARD H. LINDE","& DAVID BARRETT, TRS. OF THREE CAMBRIDGE","87","5,048,484.9","17,225,430.4","62,473","6,247,300.2",,,,,"0",,,,,"23,472,730.6",,"47.5",,"54,790,870.4",,"110.8",,"1,575.6233","13,338.8","26.97","0.0722","1,243.8011","0.0531","331.8222","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3628","-71.0866","POINT (-71.0865670628187 42.3627723624569)"
"B1920","2024","54-29","Non-Compliant","Non-Residential","College/University","551,932","350","229-269 Vassar St","2022","746-6","1",,,,,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY","C/O MIT INVESTMENTS MANAGEMENT CO",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0722","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3565","-71.1028","POINT (-71.1028348702364 42.3564621333799)"
"B1497","2017","52A-21","Compliant","Non-Residential","College/University","3,691,096","0","25 AMES ST","1976","668-66","1","College/University","College/University (133798.0)","133,798",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"3,504,069.5","11,955,885.2","106","10,600",,,,,,,"17,999,015","21,840,647.4",,"51,806,147.7",,"387.2",,"76,141,908.7",,"569.1",,"3,380.8461","1,376","10.28","0.0749","895.9454","0.0531","0.563","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","1,450.1862","0.0575","1,034.1514","42.3609","-71.089","POINT (-71.0890168797832 42.360921160338)"
"B1681","2015","43-76","Compliant","Non-Residential","Technology/Science","605,547","0","75 Ames Street","2014","625-4","1","Laboratory","Other - Technology/Science (79689.0),Office (81623.0),Laboratory (198303.0),Other (14256.0)","373,871",,"THE BROAD INSTITUTE, INC",,,"9,923,000","33,857,275.9","791,527","79,152,695.5",,,,,,,,,,"113,009,971.4",,"302.3",,"177,910,702.8",,"475.9",,"6,800.0669","12,319.7","32.95","0.0767","2,595.8873","0.0531","4,204.1796","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3634","-71.0883","POINT (-71.0882984122505 42.363350053373)"
"B1051","2016","138-2, 138-33","Compliant","Non-Residential","Other","155,818","1","1640 Cambridge Street","2008","328-2","1","Fitness Center/Health Club/Gym","Parking (50031.0),Swimming Pool (0.0),Fitness Center/Health Club/Gym (118193.0)","168,224",,"CAMBRIDGE CITY OF",,,"1,448,844","4,943,455.8","99,611.3","9,961,125.6",,,,,,,,,,"14,904,581.3","14,905,795.5","126.1","126.1","24,300,858","24,302,578","205.6","205.6","899.5339","2,513.6","21.27","0.0749","370.4507","0.0531","529.0832","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3744","-71.1095","POINT (-71.1095387194862 42.3743659205039)"
"B1073","2015","95-71","Compliant","Non-Residential","Technology/Science","32,460","1","12 Emily Street","1928","707-9","1","Laboratory","Laboratory (19949.0),Manufacturing/Industrial Plant (12000.0)","31,949",,"MIT 12 EMILY STREET LLC",,,"376,683.2","1,285,243.1","4,036.5","403,654.8",,,,,,,,,,"1,688,898","1,682,507.2","52.9","52.7","4,022,518.3","4,015,808","125.9","125.7","119.9815","142","4.45","0.0767","98.5415","0.0531","21.44","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3596","-71.1048","POINT (-71.1047550119476 42.3595917433017)"
"B1320","2021","1A-86","Compliant","Residential","Residential","426,000","426","One Leighton Street","2008","378-11","1","Multifamily Housing","Multifamily Housing (612952.0)","612,952","528","NORTH POINT APARTMENTS LIMITED PARTNERSH","C/O AVALONBAY COMMUNITIES, INC","3","5,633,809","19,222,556.5","343,658.7","34,365,867.1",,,,,,,,,,"53,588,423.5","54,936,559.8","87.4","89.6","89,907,318.5","91,322,861.6","146.7","149","3,215.4167","3,676.5","6","0.0723","1,390.0805","0.0531","1,825.3362","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.37","-71.0731","POINT (-71.0731427397416 42.3699572087782)"
"B1761","2021","92-130","Compliant","Residential","Residential","103,484","83","41 Pilgrim St","1990","665-9","1","Multifamily Housing","Multifamily Housing (6350.0)","6,350","6","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","",,"32,196","109,852.8","3,654.5","365,445.9",,,,,,,,,,"475,298.7","495,632.5","74.9","78.1","691,305.9","711,481.8","108.9","112","27.3546","385.5","60.71","0.0723","7.944","0.0531","19.4106","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3616","-71.1029","POINT (-71.1028678812642 42.3616255918647)"
"B1633","2023","268B-45","Compliant","Residential","Residential","264,000","273","402 Rindge Avenue","1970","59-20","1","Multifamily Housing","Multifamily Housing (264000.0)","264,000","273","RINDGE TOWERS APARTMENTS LLC",,"90","1,031,915.4","3,520,895.5","125,874.9","12,587,491.2",,,,,,,,,,"16,108,386.7","16,998,263.9","61","64.4","23,075,373.2","23,983,795.8","87.4","90.8","922.8125","6,105,179.3","23,125.68","0.0722","254.2342","0.0531","668.5783","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3931","-71.1399","POINT (-71.1399184529522 42.3930933796731)"
"B1610","2021","267.4-221","Compliant","Non-Residential","Food Sales & Service","33,426","2","130 Fawcett Street","1955","48-18","1","Food Service","Food Service (30000.0),Parking (20000.0)","30,000",,"IVANOVIC, LUDMILLA R. L., TR. OF","ONE HUNDRED THIRTY FAWCETT STREET",,"764,640","2,608,951.8","115,611.7","11,561,172.8",,,,,,,,,"59,726","14,373,909.8","14,570,926.9","479.1","485.7","19,648,081.7","19,855,132.5","654.9","661.8","802.7359","1,337.5","44.58","0.0723","188.6665","0.0531","614.0694","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3936","-71.1483","POINT (-71.1483394500425 42.393557703989)"
"B1543","2017","108-22","Non-Compliant","Residential","Residential","93,900","111","295 Harvard Street","1960","485-3","1","Multifamily Housing","Multifamily Housing (93900.0)","93,900","111","HARVARD TOWERS CORPORATION",,,"252,778","862,478.5","1,550.8","155,080",,,,,,,,,,"1,017,558.5",,"10.8",,"2,577,773.8",,"27.5",,"72.8691","890.2","9.48","0.0749","64.6321","0.0531","8.237","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3698","-71.1052","POINT (-71.1051838079738 42.3698075046457)"
"B1462","2024","1A-109","Compliant","Residential","Residential","404,715","437","8-12 Museum Way","1998","460-1","1","Multifamily Housing","Multifamily Housing (525000.0),Parking (144500.0),Swimming Pool (0.0)","525,000","428","REGATTA RIVERVIEW, LLC",,"88","3,619,728.9","12,350,515.1","126,493.6","12,649,358.5",,,,,,,,,,"24,999,873.6","26,348,238.2","47.6","50.2","47,863,268.8","49,628,292.5","91.2","94.5","1,563.6612","15,301.9","29.15","0.0722","891.7968","0.0531","671.8644","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3702","-71.0717","POINT (-71.0716811630701 42.3701911022073)"
"B1509","2018","62-34","Non-Compliant","Residential","College/University","150,644","210","540 MEMORIAL DR (REAR)","1963","747-2, 747-3, 747-4, 747-5, 747-6","5","College/University","College/University (162225.0)","162,225",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"1,005,250","3,429,913","4,328","432,799.8",,,,,,,,"16,461,678.8",,"20,324,391.7",,"125.3",,"29,862,272.5",,"184.1",,"1,356.5642","4,836.9","29.82","0.0701","240.5453","0.0531","22.9881","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","1,093.0308","0.0575","0","42.3552","-71.1035","POINT (-71.1035442869943 42.3552486676985)"
"B1372","2021","43A-16","Compliant","Non-Residential","Technology/Science","214,544","1","400 Technology Square","1967","610-5","1","Laboratory","Office (91212.0),Laboratory (120910.0)","212,123",,"MIT REAL ESTATE, LLC,","C/O ARE- TECH SQ, LLC/MIT REAL ESTATE LL","1","10,664,731.5","36,388,064","240,245","24,024,504.1",,,,,,,,,,"60,412,568.1","60,834,433.4","284.8","286.8","127,112,308.5","126,788,180.1","599.2","597.7","3,907.4621","6,226.1","29.35","0.0723","2,631.4054","0.0531","1,276.0567","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.364","-71.0919","POINT (-71.0919261070195 42.3639751343137)"
"B1502","2016","52A-21","Non-Compliant","Non-Residential","College/University","3,691,096","0","21 AMES ST","1916","668-8","1","College/University","College/University (65896.0)","65,896",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"1,270,628.2","4,335,383.5","1,426","142,600",,,,,,,"5,463,805.4","6,156,262.7",,"16,098,051.6",,"244.3",,"24,667,103.7",,"374.3",,"1,055.1524","1,122.1","17.03","0.0749","324.8833","0.0531","7.5742","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","408.7666","0.0575","313.9284","42.36","-71.0909","POINT (-71.0908596519798 42.3599993867171)"
"B1880","2016","85-1, 85-63","Compliant","Municipal","Municipal","91,616",,"147 Hampshire Street","1979","381-10,381-15,381-20,385-1","4","Other - Public Services",,"80,763",,"Cambridge City Of","Public Works Dept",,"319,550.8","1,090,307.3","51,115.2653","5,111,526.5",,,,,,,,,"2,787.6","6,211,345.2","6,564,903.3","184.8","195.3","8,800,179.2","9,169,682.2","261.8","272.8","353.2027","45,170.6",,"0.0749","81.705","0.0531","271.4977","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3719","-71.0974","POINT (-71.0974405954733 42.3718571475336)"
